"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","dataset","learning_kind","learning_rate","max_length","model_name","model_type","num_epochs","warmup_proportion","weight_decay","Conll2003_test_accuracy_mean","Conll2003_test_accuracy_ner_tags","Conll2003_test_f1-score_ner_tags_LOC","Conll2003_test_f1-score_ner_tags_MISC","Conll2003_test_f1-score_ner_tags_ORG","Conll2003_test_f1-score_ner_tags_PER","Conll2003_test_loss_epoch","Conll2003_test_loss_step","Conll2003_test_macro_f1_mean","Conll2003_test_macro_f1_ner_tags","Conll2003_test_micro_f1_mean","Conll2003_test_micro_f1_ner_tags","Conll2003_test_precision_ner_tags_LOC","Conll2003_test_precision_ner_tags_MISC","Conll2003_test_precision_ner_tags_ORG","Conll2003_test_precision_ner_tags_PER","Conll2003_test_recall_ner_tags_LOC","Conll2003_test_recall_ner_tags_MISC","Conll2003_test_recall_ner_tags_ORG","Conll2003_test_recall_ner_tags_PER","Conll2003_train_loss_epoch","Conll2003_train_loss_step","Conll2003_valid_accuracy_mean","Conll2003_valid_accuracy_ner_tags","Conll2003_valid_f1-score_ner_tags_LOC","Conll2003_valid_f1-score_ner_tags_MISC","Conll2003_valid_f1-score_ner_tags_ORG","Conll2003_valid_f1-score_ner_tags_PER","Conll2003_valid_loss_epoch","Conll2003_valid_loss_step","Conll2003_valid_macro_f1_mean","Conll2003_valid_macro_f1_ner_tags","Conll2003_valid_micro_f1_mean","Conll2003_valid_micro_f1_ner_tags","Conll2003_valid_precision_ner_tags_LOC","Conll2003_valid_precision_ner_tags_MISC","Conll2003_valid_precision_ner_tags_ORG","Conll2003_valid_precision_ner_tags_PER","Conll2003_valid_recall_ner_tags_LOC","Conll2003_valid_recall_ner_tags_MISC","Conll2003_valid_recall_ner_tags_ORG","Conll2003_valid_recall_ner_tags_PER","epoch","lr-AdamW/non_weight_decay_pg","lr-AdamW/weight_decay_pg","test_loss","test_overall_score","train_loss_epoch","train_loss_step","trainer/global_step","valid_loss","valid_overall_score"
"scarlet-salad-1","finished","-","artikandri","","2023-01-05T01:15:48.000Z","624","","32","Conll2003DataModule","STL","0.00001","256","bert","multitask_transformer","4","0.06","0.1","0.9792789220809937","0.9792789220809937","0.9222455719003304","0.7551978537894031","0.88116458704694","0.9585540666874416","11.090896606445312","0.05645136535167694","0.8792905211448669","0.8792905211448669","0.898482084274292","0.898482084274292","0.9236319903788336","0.7135614702154626","0.8697947214076246","0.9660804020100504","0.920863309352518","0.801994301994302","0.892835641180012","0.9511440940012368","13.857855796813965","0.020670540630817413","0.9888259172439576","0.9888259172439576","0.9590387766247952","0.8479408658922913","0.9211309523809524","0.97289972899729","4.874460697174072","0.010714789852499962","0.9252525568008424","0.9252525568008424","0.9371543526649476","0.9371543526649476","0.9621917808219178","0.8261316872427984","0.919079435783222","0.9713203463203464","0.9559063690800218","0.8709327548806941","0.9231916480238628","0.974484256243214","3","2.883506343713957e-8","2.883506343713957e-8","0.0990377441048622","0.898482084274292","0.03010992705821991","0.020670540630817413","1844","0.044985100626945496","0.9371543526649476"
