"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","dataset","learning_kind","learning_rate","max_length","model_name","model_type","num_epochs","warmup_proportion","weight_decay","epoch","lr-AdamW/non_weight_decay_pg","lr-AdamW/weight_decay_pg","nergrit_ner_grit_test_accuracy_l","nergrit_ner_grit_test_accuracy_mean","nergrit_ner_grit_test_f1-score_l_ORGANISATION","nergrit_ner_grit_test_f1-score_l_PERSON","nergrit_ner_grit_test_f1-score_l_PLACE","nergrit_ner_grit_test_loss_epoch","nergrit_ner_grit_test_loss_step","nergrit_ner_grit_test_macro_f1_l","nergrit_ner_grit_test_macro_f1_mean","nergrit_ner_grit_test_micro_f1_l","nergrit_ner_grit_test_micro_f1_mean","nergrit_ner_grit_test_precision_l_ORGANISATION","nergrit_ner_grit_test_precision_l_PERSON","nergrit_ner_grit_test_precision_l_PLACE","nergrit_ner_grit_test_recall_l_ORGANISATION","nergrit_ner_grit_test_recall_l_PERSON","nergrit_ner_grit_test_recall_l_PLACE","nergrit_ner_grit_train_loss_epoch","nergrit_ner_grit_train_loss_step","nergrit_ner_grit_valid_accuracy_l","nergrit_ner_grit_valid_accuracy_mean","nergrit_ner_grit_valid_f1-score_l_ORGANISATION","nergrit_ner_grit_valid_f1-score_l_PERSON","nergrit_ner_grit_valid_f1-score_l_PLACE","nergrit_ner_grit_valid_loss_epoch","nergrit_ner_grit_valid_loss_step","nergrit_ner_grit_valid_macro_f1_l","nergrit_ner_grit_valid_macro_f1_mean","nergrit_ner_grit_valid_micro_f1_l","nergrit_ner_grit_valid_micro_f1_mean","nergrit_ner_grit_valid_precision_l_ORGANISATION","nergrit_ner_grit_valid_precision_l_PERSON","nergrit_ner_grit_valid_precision_l_PLACE","nergrit_ner_grit_valid_recall_l_ORGANISATION","nergrit_ner_grit_valid_recall_l_PERSON","nergrit_ner_grit_valid_recall_l_PLACE","test_loss","test_overall_score","train_loss_epoch","train_loss_step","trainer/global_step","valid_loss","valid_overall_score"
"devout-pyramid-3","finished","-","artikandri","","2023-01-04T22:59:24.000Z","174","","32","NerGritDataModule","STL","0.00001","256","indo-roberta","multitask_transformer","4","0.06","0.1","3","1.5000000000000002e-7","1.5000000000000002e-7","0.9173360466957092","NaN","0.1092896174863388","0.6794871794871794","0.6886075949367089","1.9134584665298464","0.2215534895658493","0.4924614727497101","NaN","0.6120749711990356","NaN","0.1694915254237288","0.6091954022988506","0.628175519630485","0.08064516129032258","0.7681159420289855","0.7619047619047619","15.834800720214844","0.2566053867340088","0.9243119359016418","NaN","0.06936416184971099","0.6721311475409837","0.6945169712793735","1.8154726028442385","0.27542710304260254","0.4786707460880279","NaN","0.6110721826553345","NaN","0.1153846153846154","0.5963636363636363","0.6073059360730594","0.049586776859504134","0.7699530516431925","0.8109756097560976","0.27706876397132874","NaN","0.2977139353752136","0.2566053867340088","212","0.2581996023654938","NaN"
"dandy-sun-2","finished","-","artikandri","","2023-01-04T22:53:52.000Z","326","","32","NerGritDataModule","STL","0.00001","256","bert","multitask_transformer","4","0.06","0.1","3","1.5000000000000002e-7","1.5000000000000002e-7","0.8876404762268066","NaN","0.03921568627450981","0.6205250596658711","0.506508875739645","2.5437135696411133","0.3241387903690338","0.3887498676776886","NaN","0.4897671043872833","NaN","0.10344827586206896","0.6132075471698113","0.4385245901639344","0.024193548387096777","0.6280193236714976","0.5994397759103641","19.903703689575195","0.41463974118232727","0.894163191318512","NaN","0.06289308176100629","0.5518763796909493","0.5500633713561471","2.4878828525543213","0.35134217143058777","0.3882776200771332","NaN","0.4953604638576507","NaN","0.13157894736842105","0.5208333333333334","0.4696969696969697","0.04132231404958678","0.5868544600938967","0.6636085626911316","0.36620455980300903","NaN","0.371917188167572","0.41463974118232727","212","0.3557039201259613","NaN"
